title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Investing Action Plan: Brace For A Blue Wave Of Earnings,https://www.investors.com/research/investing-action-plan/stock-market-investing-action-plan-tesla-chevron-microsoft-and-a-blue-wave-of-earnings/,"A mixed week for the stock market is no surprise after a strong start to January. Tech stocks staged a nice show, leaving the Nasdaq composite comfortably above its 50-day line, while the Dow turned and undercut its 50-day average and the S&P 500 ended clinging to support.",0.137635,Neutral,,0.075663,Neutral,20230120T234000
1 Growth Stock Down 80% to Buy Right Now,https://www.fool.com/investing/2023/01/20/1-growth-stock-down-80-to-buy-right-now/,"If failure is the first step toward success, then investors should give Virgin Orbit another chance to reach for the skies.",-0.075071,Neutral,,0.045321,Neutral,20230120T222200
Boeing's Exceptional Start to 2023 Waves a Green Flag at Investors,https://www.fool.com/investing/2023/01/20/boeings-exceptional-start-to-2023-waves-a-green-fl/,The aerospace giant's latest delivery report shows near-term progress in ramping up airplane production.,0.149536,Neutral,,0.230363,Somewhat-Bullish,20230120T222100
Tech Stocks Lead Market In 2023; 10 Big Earnings On Tap,https://www.investors.com/market-trend/stock-market-today/stock-market-rally-shows-resilience-tech-revives-tesla-boeing-lead-10-big-earnings-reports/,Stock Market Rally Shows Resilience As Tech Revives. Tesla ... Investor's Business Daily ...,0.072321,Neutral,,0.054952,Neutral,20230120T221900
"After a historic first mission, what does the future hold for this controversial rocket? | Business",https://www.cnn.com/2023/01/20/tech/boeing-nasa-sls-rocket-history-scn/index.html,"After a historic first mission, what does the future hold for this controversial rocket? ...",0.045197,Neutral,,0.111684,Neutral,20230120T190800
Amazon's drone delivery unit hit with layoffs just as 10-year-old project finally launches,https://www.cnbc.com/2023/01/20/amazon-drone-unit-hit-with-layoffs-as-long-awaited-program-launches.html,"A decade ago, Jeff Bezos touted Amazon's future in drone delivery, but the program has been beset with challenges and now faces job cuts.",0.002417,Neutral,,0.026946,Neutral,20230120T173213
New Boeing Airplane Gets a Big Boost From NASA,https://www.thestreet.com/travel/new-boeing-airplane-gets-a-big-boost-from-nasa,The future of air travel may not be as far off as you think.,0.168742,Somewhat-Bullish,,0.434165,Bullish,20230120T165500
Could Alphabet Cuts Spell a Potentially Tough Year Ahead for Tech?,https://www.benzinga.com/markets/23/01/30504478/could-alphabet-cuts-spell-a-potentially-tough-year-ahead-for-tech,"( Friday Market Open ) The weekend probably can't come soon enough for the info tech world with Friday's latest round of layoffs. This time, it's Alphabet GOOGL announcing 12,000 job cuts. That follows Microsoft MSFT earlier this week and other major mega-cap tech companies slicing their ...",-0.060092,Neutral,,0.016078,Neutral,20230120T153603
Airbus to win 235 single-aisle jet order under Air India relaunch -sources,https://www.reuters.com/business/aerospace-defense/airbus-win-235-single-aisle-jet-orders-under-air-india-relaunch-sources-2023-01-20/,Airbus to win 235 single-aisle jet order under Air India relaunch ... ...,0.068607,Neutral,,0.065617,Neutral,20230120T152800
Airbus to win 235 single-aisle jet orders under Air India relaunch -sources,https://www.business-standard.com/article/companies/airbus-to-win-235-single-aisle-jet-orders-under-air-india-relaunch-sources-123012001255_1.html,"The deal, roughly split with rival Boeing, is set to cover a total of 425 single-aisle jets including 235 Airbus A320neo-family planes as well as 190 Boeing 737 MAX airliners ...",0.016553,Neutral,,-0.120403,Neutral,20230120T151100
