title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims on Behalf of Investors of The Boeing Company - BA,https://www.prnewswire.com/news-releases/shareholder-alert-pomerantz-law-firm-investigates-claims-on-behalf-of-investors-of-the-boeing-company---ba-301935506.html,"NEW YORK, Sept. 21, 2023 /PRNewswire/ -- Pomerantz LLP is investigating claims on behalf of investors of The Boeing Company ( ""Boeing"" or the ""Company"" ) ( NYSE: BA ) . Such investors are advised to contact Robert S. Willoughby at [email protected] or 888-476-6529, ext. 7980.",0.007329,Neutral,,-0.030833,Neutral,20230921T233900
Boeing  ( BA )  Stock Moves -1.2%: What You Should Know,https://www.zacks.com/stock/news/2153898/boeing-ba-stock-moves--12-what-you-should-know,"Boeing (BA) closed the most recent trading day at $199.95, moving -1.2% from the previous trading session.",0.146802,Neutral,,0.190106,Somewhat-Bullish,20230921T214520
Museum of Latin America Art  ( MOLAA )  Presents a Night of Art and Culture at the Gala and Live and Online Auction,https://www.benzinga.com/pressreleases/23/09/n34805428/museum-of-latin-america-art-molaa-presents-a-night-of-art-and-culture-at-the-gala-and-live-and-onl,"LONG BEACH, Calif., Sept. 21, 2023 /PRNewswire/ -- The Museum of Latin America Art ( MOLAA ) is thrilled to announce its upcoming Gala on Saturday, September 23, 2023, promising an enchanting evening celebrating art, culture, and community.",0.543835,Bullish,,0.0,Neutral,20230921T194800
Face of the iconic Hawaiian Airlines logo has died | Business,https://www.cnn.com/2023/09/21/business/hawaiian-airlines-logo-death/index.html,Face of the iconic Hawaiian Airlines logo has died ...,0.242284,Somewhat-Bullish,,0.0,Neutral,20230921T182200
BA: Which Defense Stock Is Signaling Buy: Boeing Co.  ( BA )  vs. CACI International  ( CACI ) ,https://stocknews.com/news/ba-caci-which-defense-stock-is-signaling-buy-boeing-co-ba-vs/,BA: Which Defense Stock Is Signaling Buy: Boeing Co. ( BA ) vs ... ...,0.328175,Somewhat-Bullish,,0.314525,Somewhat-Bullish,20230921T173308
How Did JFK Become U.S. Gateway Connectivity King? Two New Flights To Auckland Helped,https://www.forbes.com/sites/tedreed/2023/09/21/how-did-jfk-become-us-gateway--connectivity-king-two-new-flights-to-auckland-helped/,"JFK leads U.S. airports in international connectivity, augmented in the past year as both Air New Zealand and Qantas added non-stop Boeing 787 flights to Auckland,.",0.205119,Somewhat-Bullish,,0.097257,Neutral,20230921T155351
"Textron  ( TXT )  Secures 1,500 Cessna Jet Order, Shares Soar 5%",https://www.zacks.com/stock/news/2153584/textron-txt-secures-1500-cessna-jet-order-shares-soar-5,"Textron (TXT) wins a record-breaking agreement with NetJets for 1,500 additional Cessna Citation business jets.",0.339984,Somewhat-Bullish,,0.11383,Neutral,20230921T131600
Boeing  ( BA )  Clinches Contract to Support F/A-18 E/F Aircraft,https://www.zacks.com/stock/news/2153559/boeing-ba-clinches-contract-to-support-fa-18-ef-aircraft,Boeing (BA) is set to procure radomes used on the F/A-18 E/F aircraft.,0.271731,Somewhat-Bullish,,0.240025,Somewhat-Bullish,20230921T120000
Deal signed at China-Asean expo broadens adoption of flagship aircraft,https://www.scmp.com/economy/china-economy/article/3235337/chinas-home-grown-planes-touch-down-southeast-asia-west-mulls-approval,A Brunei airline has committed to buying a batch of China's domestically produced aircraft - another step forward in the planes' path to global procurement.,0.205847,Somewhat-Bullish,,0.0,Neutral,20230921T110015
Boeing comes out with 'Aatmanirbhar Bharat' approach for P-8I aircraft; eyes additional orders,https://www.moneycontrol.com/news/business/boeing-comes-out-with-aatmanirbhar-bharat-approach-for-p-8i-aircraft-eyes-additional-orders-11404251.html,"The company said it had already generated a substantial economic impact, amounting to USD 1.7 billion to support the current P-8I aircraft fleet in service with the Indian Navy.",0.238711,Somewhat-Bullish,,0.285334,Somewhat-Bullish,20230921T104534
"Ryanair cuts routes, aircraft from Dublin where no 'incentives' to grow",https://www.reuters.com/business/aerospace-defense/ryanair-cuts-routes-aircraft-dublin-where-no-incentives-grow-2023-09-21/,"Employees work on a Ryanair plane preparing to take off at the Rosalia De Castro airport in Santiago de Compostela, Spain June 24, 2022. REUTERS/Nacho Doce/File Photo Acquire Licensing Rights",0.151556,Somewhat-Bullish,,0.0,Neutral,20230921T091700
"DGCA suspends Air India's chief of flight safety, alleges lapses",https://www.business-standard.com/industry/news/dgca-suspends-air-india-s-chief-of-flight-safety-alleges-lapses-123092100367_1.html,"""The DGCA surveillance ( conducted on July 25 and 26 ) found deficiencies in the accident prevention work carried out by the organization and the availability of the requisite technical manpower as required in the approved flight safety manual and the relevant Civil Aviation Requirements,"" said ...",-0.038007,Neutral,,0.0,Neutral,20230921T071040
"Detroit Auto Show, UAW Strike, and Workers' Return to the Office",https://www.fool.com/investing/2023/09/20/detroit-auto-show-uaw-strike-and-workers-return-to/,People watching the auto sector have a lot to talk about.,0.146227,Neutral,,0.092813,Neutral,20230920T212300
California Science Center Foundation Receives $25 Million Gift from Korean Air to Name New Aviation Gallery of the Samuel Oschin Air and Space Center,https://www.benzinga.com/pressreleases/23/09/n34772316/california-science-center-foundation-receives-25-million-gift-from-korean-air-to-name-new-aviation,"LOS ANGELES, Sept. 20, 2023 /PRNewswire/ -- The California Science Center Foundation today announced an extraordinary gift of $25 million from five-star airline, Korean Air, to name the Aviation Gallery - one of three major educational exhibit galleries comprising the new Samuel Oschin Air and ...",0.35626,Bullish,,0.034685,Neutral,20230920T194600
Looking Into Boeing's Recent Short Interest - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/short-sellers/23/09/34772301/looking-into-boeings-recent-short-interest,"Boeing's BA short percent of float has fallen 3.15% since its last report. The company recently reported that it has 7.40 million shares sold short, which is 1.23% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.5 days to cover their ...",0.241618,Somewhat-Bullish,,0.085754,Neutral,20230920T194525
Why Air Transport Services Stock Is Gaining Altitude Today,https://www.fool.com/investing/2023/09/20/why-air-transport-services-stock-is-gaining-altitu/,This cargo airline offers another way to invest in e-commerce growth.,0.284527,Somewhat-Bullish,,0.05105,Neutral,20230920T164154
"Top Stories Wednesday, Sep 20: Elon Musk-Backed Neuralink Starts Participant Enrollment For Paralysis, Eli Lilly Cracks Down on Counterfeit Weight Loss Drugs, Meta Looks to Capitalize on India's In-App Payment Surge - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/news/23/09/34763015/elon-musk-backed-neuralink-starts-participant-enrollment-for-paralysis-eli-lilly-cracks-down-on-coun,"Elon Musk's brain-computer interface company, Neuralink, has initiated recruiting its first test subjects for human trials aimed at assisting individuals with paralysis in controlling devices.",0.062611,Neutral,,0.0,Neutral,20230920T135614
Dow Jones Laggard Raises Forecast For Booming China Demand,https://www.investors.com/news/boeing-stock-dow-jones-laggard-raises-forecast-for-booming-china-demand/,"Dow Jones aerospace giant Boeing ( BA ) lifted its forecast for China over the next 20 years as part of its long-term commercial market outlook released Wednesday. Boeing stock, in the midst of a six-week decline, inched higher in early trade.",0.089821,Neutral,,0.015897,Neutral,20230920T132000
Boeing  ( BA )  Forecasts 8.6K Commercial Jet Demand for China,https://www.zacks.com/stock/news/2152955/boeing-ba-forecasts-86k-commercial-jet-demand-for-china,"Boeing (BA) estimates that China may require 8,560 new commercial airplanes through 2042.",0.269227,Somewhat-Bullish,,0.292442,Somewhat-Bullish,20230920T124400
Engine maker CFM says up to 96 planes affected by fake parts probe,https://www.reuters.com/business/aerospace-defense/engine-maker-cfm-says-up-96-planes-affected-by-fake-parts-probe-2023-09-20/,"[1/2] The General Electric Co. logo is seen on the company's corporate headquarters building in Boston, Massachusetts, U.S. July 23, 2019. Picture taken July 23, 2019. REUTERS/Alwyn Scott/File Photo Acquire Licensing Rights",-0.166331,Somewhat-Bearish,,0.0,Neutral,20230920T123700
"Boeing Pegs China 20-Year Demand Forecast To 8,560 New Planes Due To Robust Demand - Boeing  ( NYSE:BA ) ",https://www.benzinga.com/markets/equities/23/09/34752774/boeing-pegs-china-20-year-demand-forecast-to-8-560-new-planes-due-to-robust-demand,"Boeing Co BA has anticipated that China will require 8,560 new commercial airplanes through 2042. The company arrived at the figure considering the possible economic growth well above the global average and increasing demand for domestic air travel.",0.044916,Neutral,,0.037409,Neutral,20230920T103207
Indian carrier Akasa flying less after some pilots quit abruptly - memo,https://www.reuters.com/business/aerospace-defense/indian-carrier-akasa-flying-less-after-some-pilots-quit-abruptly-memo-2023-09-20/,"NEW DELHI, Sept 20 ( Reuters ) - Indian budget carrier Akasa Air is flying less and will give up market share in the short term to ensure it runs a reliable operation after some pilots quit the airline, CEO Vinay Dube told employees in an email late on Tuesday.",0.047262,Neutral,,0.0,Neutral,20230920T083400
"Boeing slightly raises China 20-year demand outlook to 8,560 new planes",https://www.reuters.com/business/aerospace-defense/boeing-says-china-will-need-8560-new-planes-over-next-20-years-2023-09-20/,Boeing says China will need 8560 new planes over next 20 years ...,0.035249,Neutral,,-0.105656,Neutral,20230920T015300
"Most Ukrainian companies are fully operational after 18 months of war, Kyiv-based American Chamber of Commerce",https://www.marketwatch.com/story/most-ukrainian-companies-are-fully-operational-after-18-months-of-war-kyiv-based-american-chamber-of-commerce-98f17821,"Demining, IT and digital solutions, infrastructure and logistics, financial services, manufacturing and construction are attracting investment ...",0.194745,Somewhat-Bullish,,0.0,Neutral,20230919T155100
United Airlines becomes third major carrier to disclose it's been affected by suspicious engine parts,https://www.businessinsider.com/united-airlines-is-third-carrier-affected-by-suspect-engine-parts-2023-9,United Airlines is third carrier affected by suspect engine parts - Business Insider ...,-0.040866,Neutral,,-0.194846,Somewhat-Bearish,20230919T153000
"Cancelling 24 flights per day, airline may shut down: Akasa Air to Delhi HC",https://www.business-standard.com/companies/news/cancelling-24-flights-per-day-airline-may-shut-down-akasa-air-tells-hc-123091901104_1.html,Burger King likely to sign deal with Coca-Cola; may end tie-up with Pepsi Our investments in India will grow in double digits: Asus GM Peter Chang Sashidhar Jagdishan re-appointed as HDFC Bank MD & CEO for next three years NCLAT to hear SMBC Aviation's plea against NCLT order on Go First today,-0.234539,Somewhat-Bearish,,0.0,Neutral,20230919T145702
Textron  ( TXT )  to Enlarge Its Interior Manufacturing Facility,https://www.zacks.com/stock/news/2152560/textron-txt-to-enlarge-its-interior-manufacturing-facility,"Textron (TXT) reveals its plans to add 16,000 square feet to its Interior Manufacturing Facility.",0.300323,Somewhat-Bullish,,0.278224,Somewhat-Bullish,20230919T141600
How can I get better sleep on long-haul flights?,https://www.cnn.com/travel/better-sleep-long-haul-flights/index.html,Sleeping on long-haul flights: Here are the top tips for snoozing in the sky ...,0.110152,Neutral,,-0.003796,Neutral,20230919T130700
Lilium Marks Significant Milestone with the Commencement of Fuselage Assembly for its Lilium Jet,https://www.globenewswire.com/news-release/2023/09/19/2745489/0/en/Lilium-Marks-Significant-Milestone-with-the-Commencement-of-Fuselage-Assembly-for-its-Lilium-Jet.html,"MUNICH, Germany, Sept. 19, 2023 ( GLOBE NEWSWIRE ) -- Lilium N.V. ( NASDAQ: LILM ) , developer of the first all-electric vertical take-off and landing ( ""eVTOL"" ) jet, announced that it has achieved a significant development milestone with the commencement of fuselage assembly for the Lilium ...",0.236841,Somewhat-Bullish,,0.115812,Neutral,20230919T113000
Lilium Marks Significant Milestone with the Commencement of Fuselage Assembly for its Lilium Jet - Lilium  ( NASDAQ:LILM ) ,https://www.benzinga.com/pressreleases/23/09/g34722893/lilium-marks-significant-milestone-with-the-commencement-of-fuselage-assembly-for-its-lilium-jet,"Pivotal and tangible step towards the industrialization of the Lilium Jet Fuselage being assembled at Aciturri's state-of-the-art manufacturing facility in Spain MUNICH, Germany, Sept. 19, 2023 ( GLOBE NEWSWIRE ) -- Lilium N.V.",0.225902,Somewhat-Bullish,,0.115604,Neutral,20230919T113000
Millennium Space Systems' VICTUS NOX space vehicle operational in just 37 hours,https://www.prnewswire.com/news-releases/millennium-space-systems-victus-nox-space-vehicle-operational-in-just-37-hours-301931181.html,"EL SEGUNDO, Calif., Sept. 18, 2023 /PRNewswire/ -- Millennium Space Systems, a Boeing [NYSE: BA] company, completed checkout and achieved operational readiness of the VICTUS NOX space vehicle just 37 hours after launch - 11 hours ahead of the 48-hour goal.",0.287744,Somewhat-Bullish,,0.240878,Somewhat-Bullish,20230918T224800
A look at recent vintage aircraft crashes following a deadly collision at the Reno Air Races,https://apnews.com/article/vintage-aircraft-reno-air-race-pilot-nevada-3bd074be5a6b0ce5768565a147151514,"RENO, Nev. ( AP ) - Two pilots died when their vintage planes collided in front of tens of thousands of spectators Sunday at the National Championship Air Races in northern Nevada, cutting the final day of the event short.",-0.429564,Bearish,,-0.209558,Somewhat-Bearish,20230918T211300
Boeing Unusual Options Activity - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/markets/options/23/09/34702079/boeing-unusual-options-activity,"Someone with a lot of money to spend has taken a bearish stance on Boeing BA. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.1409,Neutral,,0.291336,Somewhat-Bullish,20230918T203057
Lockheed's  ( LMT )  Arm Wins Contract for CH-53K Helicopter,https://www.zacks.com/stock/news/2151941/lockheeds-lmt-arm-wins-contract-for-ch-53k-helicopter,"Lockheed's (LMT) arm, Sikorsky, secures a $65.7 million contract to provide support services for CH-53K helicopters ...",0.293632,Somewhat-Bullish,,0.228924,Somewhat-Bullish,20230918T144500
35-year-old CEO dumped his 'pretty good' startup-and built a $1.4 billion business instead,https://www.cnbc.com/2023/09/18/ceo-shuttered-pretty-good-startup-built-1-billion-business-instead.html,"Just when Spenser Skates and Curtis Liu's first startup was on the rise, they shut it down - and replaced it with an analytics business now worth $1.35 billion.",0.195,Somewhat-Bullish,,0.0,Neutral,20230918T123001
Should You Pick Howmet Over Textron Stock?,https://www.forbes.com/sites/greatspeculations/2023/09/18/should-you-pick-howmet-over-textron-stock/,"Looking at stock returns, TXT has underperformed with 7% returns this year, compared to 19% gains for HWM and a 16% rise in the S&P500 index.",0.13055,Neutral,,-0.012678,Neutral,20230918T120000
Boeing  ( BA )  Wins Army Contract to Aid CH-47 Helicopter Program,https://www.zacks.com/stock/news/2151710/boeing-ba-wins-army-contract-to-aid-ch-47-helicopter-program,Boeing (BA) is set to deliver spare parts for CH-47 Block 2 helicopter.,0.300699,Somewhat-Bullish,,0.311176,Somewhat-Bullish,20230918T111100
"Hundreds of flying taxis to be made in Ohio, home of the Wright brothers and astronaut legends",https://apnews.com/article/joby-taxis-ohio-aircraft-manufacturing-wright-brothers-12d38aaff14ebfbbf16cd2533d931ca9,"COLUMBUS, Ohio ( AP ) - The same Ohio river valley where the Wright brothers pioneered human flight will soon be manufacturing cutting-edge electric planes that take off and land vertically, under an agreement announced Monday between the state and Joby Aviation Inc.",0.107939,Neutral,,0.0129,Neutral,20230918T110900
Should You Invest in the Industrial Select Sector SPDR ETF  ( XLI ) ?,https://www.zacks.com/stock/news/2151654/should-you-invest-in-the-industrial-select-sector-spdr-etf-xli,Sector ETF report for ...,0.1732,Somewhat-Bullish,,0.069149,Neutral,20230918T102005
CAE increases pilot and cabin crew training capacity in Madrid for Air Europa - CAE  ( NYSE:CAE ) ,https://www.benzinga.com/pressreleases/23/09/n34680578/cae-increases-pilot-and-cabin-crew-training-capacity-in-madrid-for-air-europa,"B737NG full-flight simulator to be deployed CAE Madrid to become Air Europa's pilot and cabin crew training base MADRID, Sept. 18, 2023 /PRNewswire/ - CAE and Air Europa today announced that they are building on their longstanding partnership with a long-term agreement to provide pilot and cabin ...",0.238932,Somewhat-Bullish,,0.317991,Somewhat-Bullish,20230918T100000
CAE increases pilot and cabin crew training capacity in Madrid for Air Europa - CAE  ( NYSE:CAE ) ,https://www.benzinga.com/pressreleases/23/09/n34680589/cae-increases-pilot-and-cabin-crew-training-capacity-in-madrid-for-air-europa,"B737NG full-flight simulator to be deployed CAE Madrid to become Air Europa's pilot and cabin crew training base MADRID, Sept. 18, 2023 /CNW/ - CAE and Air Europa today announced that they are building on their longstanding partnership with a long-term agreement to provide pilot and cabin crew ...",0.238932,Somewhat-Bullish,,0.317991,Somewhat-Bullish,20230918T100000
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims on Behalf of Investors of The Boeing Company - BA,https://www.benzinga.com/pressreleases/23/09/g34669131/shareholder-alert-pomerantz-law-firm-investigates-claims-on-behalf-of-investors-of-the-boeing-comp,"NEW YORK, Sept. 17, 2023 ( GLOBE NEWSWIRE ) -- Pomerantz LLP is investigating claims on behalf of investors of The Boeing Company ( ""Boeing"" or the ""Company"" ) BA. Such investors are advised to contact Robert S. Willoughby at newaction@pomlaw.com or 888-476-6529, ext. 7980.",-0.014587,Neutral,,-0.101998,Neutral,20230917T234055
These money and investing tips keep your portfolio solid if the market melts,https://www.marketwatch.com/story/these-money-and-investing-tips-keep-your-portfolio-solid-if-the-market-melts-a902ed07,Money and investing stories popular with MarketWatch readers over the past week.,0.337786,Somewhat-Bullish,,0.185933,Somewhat-Bullish,20230916T185500
Akasa Air files court case against 40 pilots for not serving notice period,https://www.business-standard.com/companies/news/akasa-air-files-court-case-against-40-pilots-for-not-serving-notice-period-123091600924_1.html,"Akasa Air, the newly established airline, has filed a case in the Bombay High Court against approximately 40 pilots who allegedly failed to adhere to the mandatory six-month notice period after resigning, according to sources.",0.004846,Neutral,,0.05409,Neutral,20230916T162400
"ARM, Ford, GM And Analyst Predicts Tesla Shares Will Hit $400: Bulls And Bears - ARM Holdings  ( NASDAQ:ARM ) ",https://www.benzinga.com/trading-ideas/long-ideas/23/09/34625322/benzinga-bulls-and-bears-arm-ford-gm-and-analyst-predicts-tesla-shares-will-hit-400,"Benzinga examined the prospects for many investors' favorite stocks over the last week - here's a look at some of our top stories. The Dow ended the week on a positive note, rising by 0.12%, while both the S&P 500 and Nasdaq experienced their second consecutive week of declines, dropping by 0.16% ...",0.155509,Somewhat-Bullish,,0.174594,Somewhat-Bullish,20230916T141112
Amazon Wants to Launch Satellites. Shareholders Launch a Lawsuit.,https://www.fool.com/investing/2023/09/16/amazon-wants-satellites-shareholders-file-lawsuit/,Did Amazon overpay billions of dollars to hire Jeff Bezos' private space company to launch Amazon's satellites?,-0.02409,Neutral,,0.053307,Neutral,20230916T130900
20 stocks of aerospace and defense companies expected to grow sales most quickly through 2025,https://www.marketwatch.com/story/20-stocks-of-aerospace-and-defense-companies-expected-to-grow-sales-most-quickly-through-2025-7e68aaaf,"Virgin Galactic leads the list, but Boeing and Airbus are also among companies expected to increase revenue much more quickly than the S&P 500.",0.110152,Neutral,,0.039629,Neutral,20230916T130700
Boeing  ( BA )  Stock Moves -0.45%: What You Should Know,https://www.zacks.com/stock/news/2149798/boeing-ba-stock-moves--045-what-you-should-know,"In the latest trading session, Boeing (BA) closed at $208.11, marking a -0.45% move from the previous day.",0.101924,Neutral,,0.067422,Neutral,20230915T214520
Key Reasons to Retain Howmet  ( HWM )  Stock in Your Portfolio,https://www.zacks.com/stock/news/2149651/key-reasons-to-retain-howmet-hwm-stock-in-your-portfolio,Strength across commercial aerospace due to widebody recovery bodes well for Howmet (HWM). The company's commitment to reward its shareholders is encouraging.,0.375255,Bullish,,0.214863,Somewhat-Bullish,20230915T155100
Fans are already opposing deal for Miami-based firm to buy U.K. soccer club Everton,https://www.marketwatch.com/story/fans-are-already-opposing-deal-for-miami-based-firm-to-buy-u-k-soccer-club-everton-94014f33,"If the Everton takeover is successful, 777 Partners would join a growing list of American Premier League club owners ...",0.245623,Somewhat-Bullish,,0.143643,Neutral,20230915T145800
"Market Rally Regains Key Level, But Not Decisively: Weekly Review",https://www.investors.com/news/market-rally-regains-key-level-but-not-decisively-apple-arm-adobe-oracle-in-focus/,"The stock market rally made a choppy advance this week, with the major indexes moving above their 50-day moving averages. The Russell 2000 also advanced, but only after closing below its 200-day line on Wednesday. Stocks rallied despite rises for Treasury yields and the dollar.",0.00487,Neutral,,0.0,Neutral,20230915T141300
"United Airlines flight descends 28,000 feet in 10 minutes for 'pressurization issue'",https://www.cnn.com/travel/article/united-airlines-flight-drops-pressurization/index.html,"A United Airlines flight bound for Rome returned to New Jersey just after midnight Thursday ""to address a possible loss of cabin pressure,"" according to a statement from the airline.",0.15705,Somewhat-Bullish,,0.491294,Bullish,20230915T131832
Boeing  ( BA )  Secures Navy Contract to Support P-8A Aircraft,https://www.zacks.com/stock/news/2149423/boeing-ba-secures-navy-contract-to-support-p-8a-aircraft,"Boeing (BA) is set to provide engineering support, logistics management, product support analysis and support equipment maintenance for the P-8A aircraft.",0.31244,Somewhat-Bullish,,0.359242,Bullish,20230915T122100
Embraer  ( ERJ )  to Deliver 5 E175 Jets to Nigeria's Air Peace,https://www.zacks.com/stock/news/2149342/embraer-erj-to-deliver-5-e175-jets-to-nigerias-air-peace,Embraer (ERJ) secures an order for the E175 family of jets from Nigeria-based Air Peace.,0.399602,Bullish,,0.366807,Bullish,20230915T121400
Here's What Boeing's Big News Means for Investors,https://www.fool.com/investing/2023/09/15/heres-what-boeings-big-news-means-for-investors/,Management's latest presentation had some disappointing news for investors.,-0.079638,Neutral,,-0.08912,Neutral,20230915T105500
A US Air Force spy plane built in 1962 had to make an emergency landing in Qatar. It's the latest in a string of incidents for the ancient fleet of aircraft.,https://www.businessinsider.com/us-air-force-spy-plane-makes-emergency-landing-in-qatar-2023-9,USAF spy plane built in 1962 makes emergency landing in Qatar. RC-135 - Business Insider ...,-0.061582,Neutral,,0.0,Neutral,20230915T085800
Whiskies tried and tasted: a world tour of whisky,https://theweek.com/arts-life/food-drink/954864/tried-tasted-best-whiskies,Best whisky reviews: a world tour of whiskies The Week ...,0.314484,Somewhat-Bullish,,0.005552,Neutral,20230915T032737
Southwest Airlines 'very prepared' for winter - CEO,https://www.reuters.com/business/aerospace-defense/southwest-airlines-very-prepared-winter-ceo-2023-09-14/,"A Southwest Airlines Co. Boeing 737 MAX 8 aircraft taxis after landing at Midway International Airport in Chicago, Illinois, U.S., March 13, 2019. REUTERS/Kamil Kraczynski/File Photo Acquire Licensing Rights",0.124902,Neutral,,0.0,Neutral,20230914T213400
Explainer: RTX engine snag puts spotlight on aerospace quality issues,https://www.reuters.com/business/aerospace-defense/rtx-engine-snag-puts-spotlight-aerospace-quality-issues-2023-09-14/,"Visitor passes the Raytheon Technologies Corporation ( RTX ) logo at the 54th International Paris Air Show at Le Bourget Airport near Paris, France, June 22, 2023. REUTERS/Benoit Tessier/File Photo Acquire Licensing Rights",-0.128991,Neutral,,-0.109543,Neutral,20230914T182800
"In April, Trump said his private-jet LLC was worth no more than $1,001. Then in July, he said it was worth up to $25 million. Why?",https://www.businessinsider.com/trumps-accounting-tag-air-oge-financial-disclosures-ethereum-trademarks-china-iran-2023-9,Filings show stated value of Trump businesses skyrocketing for mysterious reasons - Business Insider ...,0.121164,Neutral,,0.174695,Somewhat-Bullish,20230914T172600
