future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,^GSPC_Volume,EURUSD=X_Close,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,daily_variation,high_close_pressure,low_open_pressure,low_norm,close_norm,high_norm,open_norm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-01,3526.64990234375,4101490000.0,1.193901538848877,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,27311555343,0.0,0.0,0.0,0.0,1.0,1.0,0.7926771249227158,11879.562825520834,0.0,,,,,,,,,0.03989549835195433,0.008271249420968225,-0.006694527083636437,0.9765619389063144,1.0076531174959447,1.0157849435977409,0.9831436205008618
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-02,3580.840087890625,4295640000.0,1.1923214197158811,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,28037405299,0.0,0.0,0.0,0.0,0.0,1.0,0.1587559974739533,11715.938637760257,0.0,-0.04759982836281473,,,,0.015249050143870235,,,,0.05633424608383674,0.04603403254282431,-0.05633424608383674,0.9637122807149635,0.974231304259334,1.0212432492284564,1.0212432492284564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-03,3455.06005859375,4911830000.0,1.184735894203186,11407.19140625,11443.0224609375,10182.46484375,10245.296875,31927261555,0.0,0.0,0.0,0.0,0.0,0.28574448897031557,0.033339430535166775,11316.338965788877,0.0,-0.108024907829682,,,,-0.03575759414218638,,,,0.1105055199211298,0.10499741288475849,-0.10736442642918854,0.8998020362003328,0.905354364691018,1.0111947420037177,1.0080284304611045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-04,3426.9599609375,4438720000.0,1.1839784383773804,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,29965130374,0.0,0.0,0.0,0.0,0.1455131283445239,0.2438417437428433,0.17475634078763758,11097.784568277099,0.0,0.02568095890557487,,,,-0.008166280754274169,,,,0.044571184091782526,0.014868134404567286,-0.0021919847604414478,0.9198178579593977,0.947199273142354,0.9609052920668242,0.921838513933528
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-07,3426.9599609375,4438720000.0,1.183445930480957,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,33703098409,0.0,0.0,0.0,0.0,0.1342817785334455,0.2438417437428433,0.21067277207086363,10903.667848087282,0.0,-0.013624791206057196,,,,0.0,,,,0.04694681917546992,0.0028781100448700206,-0.035454231306200325,0.9094639805817314,0.9510160820224844,0.953729833409839,0.9428935464756009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-08,3331.840087890625,4694330000.0,1.182172775268555,10369.306640625,10414.775390625,9945.1103515625,10131.5166015625,33430927462,0.0,0.0,0.0,0.0,0.11788418176022461,0.15475122231146515,0.09998356190758159,10769.515216364058,0.0,-0.023223905590111116,-0.16679247408309017,,,-0.028148829086466876,-0.05682365383905719,,,0.045293774727660226,0.027317042390543757,-0.040908838340316646,0.9234501416044344,0.9407588362164964,0.9670607433471065,0.9628387566479363
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-09,3398.9599609375,3932520000.0,1.177024483680725,10134.1513671875,10350.54296875,10017.2509765625,10242.34765625,24128292755,0.0,0.0,0.0,0.0,0.16877786500556297,0.3384315941478998,0.15151879800308962,10704.001437733985,0.0,0.010879835709758368,-0.10831281001051707,,,0.019944760662180983,-0.05212794332074644,,,0.03288800217319011,0.010676307130197042,-0.011535291549275824,0.9358417069386279,0.9568709155945596,0.9669788470190255,0.9467628929366885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-10,3339.18994140625,4208630000.0,1.1806375980377195,10242.330078125,10503.912109375,10238.1357421875,10363.138671875,54406443211,0.0,0.0,0.0,0.0,0.22149565133587315,0.28006615225043885,0.20768530770565097,10634.551371087964,0.0,0.011724294913523892,0.011436392732688816,,,-0.017741245925396498,-0.03411159510395656,,,0.02594881879028,0.013744278540744951,-0.0004095099362651893,0.9627238032834939,0.9744782182395723,0.98771558318218,0.9631182097601887
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-11,3340.969970703125,3710090000.0,1.1824384927749634,10369.0283203125,10434.9228515625,10140.8369140625,10400.9150390625,45201121775,0.0,0.0,0.0,0.0,0.23777707267784678,0.2840262908813733,0.2252509079548561,10589.220876027213,0.0,0.0036386352484214513,-0.010605930924464602,,,0.000532930158087197,-0.025412384191595194,,,0.028361957207108573,0.003279749215592371,-0.022007019288681314,0.957656567257011,0.9822172151124908,0.985428765130962,0.979205971969741
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-14,3383.5400390625,3839580000.0,1.1842728853225708,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,35453581940,0.0,0.0,0.0,0.0,0.3467919233954902,0.37287189448721625,0.3554119921787375,10588.50522350779,0.0,0.026557497830895116,0.02957635811248771,,,0.0126613350250242,-0.012751049166570994,,,0.051700618269118766,0.011537991706994596,-0.006072920811026278,0.9695427798695034,1.0087200851459392,1.0199750119790414,0.9754667119650594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-15,3401.199951171875,4057190000.0,1.187000036239624,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,32509451925,0.0,0.0,0.0,0.0,0.3860190740661748,0.40581247656752206,0.40940340622703997,10606.55844747939,0.0,0.010812510742823633,0.06361277444542246,-0.10317969963766771,,0.005205785930499474,0.020603565850395356,-0.03622008798866183,,0.026426142770349537,0.013268769101504378,-0.001994325783716713,1.0047047790011443,1.0179504714312733,1.0313083070349767,1.0067124916800916
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-16,3385.489990234375,4718900000.0,1.1844412088394165,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,30769986455,0.0,0.0,0.0,0.0,0.4413868594593863,0.3863700823080209,0.49215012973378464,10630.766345168,0.0,0.016347532426243205,0.0690804711619073,-0.03923233884860977,,-0.00462964689215184,-0.003970841703937467,-0.056098785024683906,,0.03660381365206258,0.011596732106299518,-0.008601500527995711,1.0069720674926403,1.0323719774375364,1.0441508789705303,1.0157086862940887
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-17,3357.010009765625,4379840000.0,1.1803449392318726,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,38151810523,0.0,0.0,0.0,0.0,0.4352315318291182,0.3533221369223435,0.48009991817281067,10655.593534559586,0.0,-0.0023640918305822822,0.054992084417801124,0.06642847715048994,,-0.008447949528552101,0.0053224546929069305,-0.02878914041104963,,0.02394850404169941,0.00805874725562247,-0.018100743907637624,1.0111710713008943,1.0275345243663652,1.035833514354646,1.0298114241628251
