future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,^GSPC_Volume,EURUSD=X_Close,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,daily_variation,high_close_pressure,low_open_pressure,low_norm,close_norm,high_norm,open_norm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-01,3526.64990234375,4101490000.0,1.193901538848877,532.5999755859375,557.3900146484375,532.4500122070312,556.5499877929688,9572700.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9663180924924808,548.7966715494791,0.0,,,,,,,,,0.046826893700039354,0.0015772191024691622,-0.00028156850503282215,0.9702136324983631,1.0141278485191954,1.0156585189824419,0.9704868910414276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-02,3580.840087890625,4295640000.0,1.1923214197158811,553.780029296875,556.5,537.3699951171875,552.8400268554688,5886900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8175626564729319,548.8372903476572,0.0,-0.006688314692724795,,,,0.015249050143870235,,,,0.034544410904635794,0.00660907391185315,-0.02963276628180875,0.9791062024535434,1.00729312052626,1.0139617146777489,1.0090058365860797
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-03,3455.06005859375,4911830000.0,1.184735894203186,545.0,554.0,521.3200073242188,525.75,9071100.0,0.0,0.0,0.0,0.0,0.0,0.28574448897031557,0.12281651722334937,543.2360411649437,0.0,-0.05024286273030487,,,,-0.03575759414218638,,,,0.05996328931336009,0.051834862385321104,-0.04344952784547018,0.9596565172779644,0.9678113382767356,1.0198145152740115,1.0032471314518705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-04,3426.9599609375,4438720000.0,1.1839784383773804,520.1799926757812,527.3599853515625,485.9800109863281,516.0499877929688,8270100.0,0.0,0.0,0.0,0.0,0.0,0.2438417437428433,0.42108913687951477,534.8049353753086,0.0,-0.01862217822561263,,,,-0.008166280754274169,,,,0.07954933859024017,0.021742469371833502,-0.06574643810026226,0.9087051723733314,0.964931236901959,0.9860791299195445,0.9726536878548736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-07,3426.9599609375,4438720000.0,1.183445930480957,520.1799926757812,527.3599853515625,485.9800109863281,516.0499877929688,8270100.0,0.0,0.0,0.0,0.0,0.0,0.2438417437428433,0.42108913687951477,529.7692306112591,0.0,0.0,,,,0.0,,,,0.07954933859024017,0.021742469371833502,-0.06574643810026226,0.9173428408169232,0.9741033604340124,0.9954522740837236,0.9818992169016431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-08,3331.840087890625,4694330000.0,1.182172775268555,498.3999938964844,522.0,495.0,507.0199890136719,5572700.0,0.0,0.0,0.0,0.0,0.0,0.15475122231146515,0.2946362827104531,527.1691684269108,0.0,-0.017653207480731403,-0.0932065631293737,,,-0.028148829086466876,-0.05682365383905719,,,0.05417335539857127,0.03005620218655021,-0.006821817692860044,0.9389775230541183,0.9617785321676442,0.9901944788570702,0.9454270540588052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-09,3398.9599609375,3932520000.0,1.177024483680725,519.2100219726562,520.0,492.5700073242188,500.1900024414063,6848100.0,0.0,0.0,0.0,0.0,0.0,0.3384315941478998,0.19899160798696472,524.2354439797099,0.0,-0.013562397755030098,-0.100080646191679,,,0.019944760662180983,-0.05212794332074644,,,0.05283024501639102,0.03815411244052791,-0.05130874505700588,0.9395969177224944,0.9541323620628096,0.9919207218276644,0.9904138072601437
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-10,3339.18994140625,4208630000.0,1.1806375980377195,503.3500061035156,506.2900085449219,478.8399963378906,480.6700134277344,6240200.0,0.0,0.0,0.0,0.0,0.0,0.28006615225043885,0.023297475025515487,520.512604769254,0.0,-0.03980703922048345,-0.08964482268185758,,,-0.017741245925396498,-0.03411159510395656,,,0.054534641649306076,0.05089896653725015,-0.04869377067333229,0.9199392905195118,0.923455088356252,0.9726757890317812,0.9670275061382103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-11,3340.969970703125,3710090000.0,1.1824384927749634,486.489990234375,493.7300109863281,476.80999755859375,482.0299987792969,5035200.0,0.0,0.0,0.0,0.0,0.023099262756430646,0.2840262908813733,0.06478034392674571,517.68877033416,0.0,0.0028253583442579,-0.06819728611198705,,,0.000532930158087197,-0.025412384191595194,,,0.03477977711233661,0.02404985188162775,-0.019897619416830645,0.9210360063457051,0.931119287111741,0.9537197622958541,0.9397344854908738
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-14,3383.5400390625,3839580000.0,1.1842728853225708,480.6199951171875,488.989990234375,471.2999877929688,476.260009765625,7359100.0,0.0,0.0,0.0,0.0,0.020894069788021313,0.37287189448721625,0.05761436200947262,513.7260158190134,0.0,-0.01204240614459362,-0.08023969225658067,,,0.0126613350250242,-0.012751049166570994,,,0.0368066302299656,0.02648658107877119,-0.019391634594699364,0.9174150681109533,0.9270700628356192,0.9518497704555556,0.9355570485387114
