future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,^GSPC_Volume,EURUSD=X_Close,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,daily_variation,high_close_pressure,low_open_pressure,low_norm,close_norm,high_norm,open_norm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-01,3526.64990234375,4101490000.0,1.193901538848877,167.3800048828125,167.49667358398438,156.836669921875,158.35000610351562,269523300.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14196394575545296,160.89444986979166,0.0,,,,,,,,,0.0636874378727181,0.054646117897251774,-0.06299040896981206,0.9747798637479383,0.9841856336975253,1.0410345025545364,1.0403093768509073
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-02,3580.840087890625,4295640000.0,1.1923214197158811,159.663330078125,159.67999267578125,135.0399932861328,149.1233367919922,288528300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43391201369388377,154.20065612947403,0.0,-0.06003408428643908,,,,0.015249050143870235,,,,0.1543247242656897,0.06611822438266556,-0.15422036343563497,0.8757420148248071,0.9670732961523932,1.0355338082459682,1.0354257503552011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-03,3455.06005859375,4911830000.0,1.184735894203186,135.7433319091797,143.93333435058594,134.0,135.6666717529297,262788300.0,0.0,0.0,0.0,0.0,0.0,0.28574448897031557,0.049756336215025426,148.9714015714233,0.0,-0.09457279297730459,,,,-0.03575759414218638,,,,0.0731773282037303,0.0608992167894268,-0.012842854854528542,0.8995015055675275,0.910689369381312,0.9661809772366147,0.9112039658437293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-04,3426.9599609375,4438720000.0,1.1839784383773804,134.27000427246094,142.6666717529297,124.00666809082033,139.44000244140625,330965700.0,0.0,0.0,0.0,0.0,0.15576535607454176,0.2438417437428433,0.35487083010398346,145.06342555114833,0.0,0.027433484455048784,,,,-0.008166280754274169,,,,0.1389737325415172,0.024031199887175652,-0.07643804167023209,0.8548444766120352,0.9612347282688475,0.9834778905219389,0.9255951578581625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-07,3426.9599609375,4438720000.0,1.183445930480957,134.27000427246094,142.6666717529297,124.00666809082033,139.44000244140625,330965700.0,0.0,0.0,0.0,0.0,0.15576535607454176,0.2438417437428433,0.35487083010398346,142.9000287780351,0.0,0.0,,,,0.0,,,,0.1389737325415172,0.024031199887175652,-0.07643804167023209,0.867786165973685,0.9757870843958801,0.9983669910559088,0.9396079582392591
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-08,3331.840087890625,4694330000.0,1.182172775268555,118.66666412353516,122.913330078125,109.95999908447266,110.06999969482422,346397100.0,0.0,0.0,0.0,0.0,0.06473741565612144,0.15475122231146515,0.0019118346916712403,137.4866594940613,0.0,-0.23651789445767601,-0.3636912872663709,,,-0.028148829086466876,-0.05682365383905719,,,0.10915728599371076,0.10823031453829807,-0.073370774373489,0.7997866810432058,0.8005867631075774,0.8940018655659766,0.8631140254641282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-09,3398.9599609375,3932520000.0,1.177024483680725,118.86666870117188,123.0,113.836669921875,122.09333038330078,238397400.0,0.0,0.0,0.0,0.0,0.2563338233404734,0.3384315941478998,0.21087995447027605,135.42926304272783,0.0,0.10366923114657123,-0.1999879718333606,,,0.019944760662180983,-0.05212794332074644,,,0.07708914684200838,0.007627618630236587,-0.04231630981383165,0.8405618354872065,0.9015284262809614,0.9082232099364935,0.8777029870100492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-10,3339.18994140625,4208630000.0,1.1806375980377195,128.73666381835938,132.99667358398438,120.1866683959961,123.77999877929688,254791800.0,0.0,0.0,0.0,0.0,0.2786584571877843,0.28006615225043885,0.24019462047535442,134.35684293195752,0.0,0.013720031040027614,-0.09169514781602839,,,-0.017741245925396498,-0.03411159510395656,,,0.09950549290342432,0.07159323949618378,-0.06641461079360324,0.8945332874252067,0.9212779645468666,0.9898764415842819,0.9581697590464792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-11,3340.969970703125,3710090000.0,1.1824384927749634,127.3133316040039,127.5,120.16666412353516,124.23999786376952,182152500.0,0.0,0.0,0.0,0.0,0.2849629017968245,0.2840262908813733,0.24818950527663966,133.60132907599456,0.0,0.003709375196707221,-0.11541925707436995,,,0.000532930158087197,-0.025412384191595194,,,0.05760069102012421,0.025606133271026257,-0.05613447853754848,0.899442130962503,0.9299308526571606,0.9543318235066058,0.9529346188733352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-14,3383.5400390625,3839580000.0,1.1842728853225708,126.98332977294922,140.0,124.43333435058594,139.8733367919922,249061800.0,0.0,0.0,0.0,0.0,0.45825545348206964,0.37287189448721625,0.5199003586447004,133.70693551401783,0.0,0.11852211424147718,0.0031028571671072314,,,0.0126613350250242,-0.012751049166570994,,,0.1225882616029035,0.0009974790252727731,-0.02008134002252709,0.93064233259269,1.046118783997767,1.0470661036526592,0.9497138595300189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-15,3401.199951171875,4057190000.0,1.187000036239624,145.52000427246094,153.97999572753906,143.56666564941406,149.9199981689453,291894600.0,0.0,0.0,0.0,0.0,0.536069645947223,0.40581247656752206,0.6945135330129615,135.1876177263287,0.0,0.069364530389044,0.30898528201382724,-0.054706005252543655,,0.005205785930499474,0.020603565850395356,-0.03622008798866183,,0.0715594404369852,0.027899927428479934,-0.013423162216169179,1.0619808830424673,1.1089772916365799,1.1390096098834532,1.0764299772413248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-16,3385.489990234375,4718900000.0,1.1844412088394165,146.6233367919922,152.59666442871094,145.10333251953125,147.25332641601562,216837900.0,0.0,0.0,0.0,0.0,0.5149277915225313,0.3863700823080209,0.648166194100416,136.0603491647752,0.0,-0.01794739373846088,0.18736865712879514,-0.012619314704565454,,-0.00462964689215184,-0.003970841703937467,-0.056098785024683906,,0.051105997674914014,0.036442616363830685,-0.010366728146538487,1.0664630321050006,1.0822647988186862,1.1215366222815548,1.077634576804038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-17,3357.010009765625,4379840000.0,1.1803449392318726,138.53334045410156,145.92999267578125,136.0,141.14332580566406,230337600.0,0.0,0.0,0.0,0.0,0.4692617474684516,0.3533221369223435,0.5419730457563383,136.38772788053657,0.0,-0.042378543365590104,0.13127008272317742,0.03957493490714903,,-0.008447949528552101,0.0053224546929069305,-0.02878914041104963,,0.07167944296464304,0.034552453975533,-0.018286864705618654,0.9971571644563492,1.034868224575843,1.0699642478361604,1.0157317128667496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-18,3319.469970703125,7076400000.0,1.1848200559616089,149.31333923339844,150.3333282470703,142.93333435058594,147.38333129882812,259220400.0,0.0,0.0,0.0,0.0,0.5164285180461061,0.3150674832861229,0.6504257074272352,137.1128809448736,0.0,0.04326101937694382,0.17082172690341402,0.055402469829044065,,-0.011245576947828795,-0.006456052413009061,-0.031868436604604256,,0.049560166120972686,0.019757089107965857,-0.042728967924557805,1.0424500846718585,1.0749050729820473,1.0964201700897234,1.088981124198171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-21,3281.06005859375,4836070000.0,1.1845533847808838,151.0433349609375,151.89332580566406,135.69000244140625,149.79666137695312,328430400.0,0.0,0.0,0.0,0.0,0.5336888057319938,0.2814857494345583,0.8012201815618134,136.17901086387624,-0.05401543667116159,0.016241895082045765,0.0685415077439826,0.07164436491108983,,-0.011638564027299125,-0.030755951465332387,-0.04350700063190338,,0.10727599048609646,0.01388121117196712,-0.10164852705021307,0.9964090764107635,1.0999981599711355,1.115394544593188,1.1091528276110005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-22,3315.570068359375,3974510000.0,1.176800012588501,143.1999969482422,145.9199981689453,139.1999969482422,141.41000366210938,238742400.0,0.0,0.0,0.0,0.0,0.4707990633868323,0.3486587245632147,0.714448136664963,135.65687972517927,-0.05172452076124019,-0.05761528541471783,-0.05843830805977923,0.250546973954048,,0.010463016398377434,-0.025498720997454427,-0.0048951551470590715,,0.04692738382621603,0.03149437571891861,-0.027932961489138503,1.026118227326478,1.0424093783417774,1.0756549794198245,1.0556043839305767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-23,3236.919921875,4378650000.0,1.1708368062973022,135.05332946777344,137.38333129882812,125.2933349609375,126.7866668701172,285222600.0,0.0,0.0,0.0,0.0,0.3854977341089232,0.2835879339561261,0.38225054677042813,135.06344810748627,-0.06545457899184237,-0.10915761260898549,-0.14964852693030384,0.0377201301984913,,-0.0240073389143749,-0.044876413019677486,-0.04884725472361495,,0.08952016500100837,0.0784628151743531,-0.07226770747006928,0.9276627889821567,0.9387193104178546,1.017176247340403,0.999925082323496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-24,3246.590087890625,4601920000.0,1.1658544540405271,121.26667022705078,133.1666717529297,117.0999984741211,129.26333618164062,289683300.0,0.0,0.0,0.0,0.0,0.40515531265982746,0.30086483208345216,0.4385129161568993,134.3741044575126,-0.0729824016177993,0.019345803747202517,-0.08792417981751122,0.0433459029056662,,0.002983005554629159,-0.033445457936496226,-0.028123003243589295,,0.13249042996502286,0.03218803290286395,-0.03435957914180639,0.8714476568745925,0.961966122144554,0.9910143944068874,0.9024556533166982
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25,3298.4599609375,3803330000.0,1.1673243045806885,131.1566619873047,136.2433319091797,130.43333435058594,135.77999877929688,201625500.0,0.0,0.0,0.0,0.0,0.45459414692483335,0.38634979069366,0.5865516052666744,134.27038609333755,-0.02624787434041631,0.049184230528195094,-0.08200096866625994,0.08882075823715407,,0.01585043922418805,-0.00634944176447938,-0.012805494177488441,,0.04429815055186544,0.0035326694264883078,-0.005514989675391132,0.9714229484669517,1.0112430799514491,1.0146938269356778,0.9768100457842702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-28,3351.60009765625,3950910000.0,1.1635348796844482,141.5399932861328,142.69332885742188,138.51666259765625,140.39999389648438,149158800.0,0.0,0.0,0.0,0.0,0.48713779916664984,0.4592926814800461,0.6617120889087221,136.56791794369948,0.27555186958982386,0.03345952823617626,-0.06478333551212945,0.003758172231853152,,0.015982191853854744,0.02127131411667449,-0.009484637348657898,,0.02950873574878732,0.016202734701995965,-0.021360257396400267,1.0142694176150517,1.0280598548362192,1.0448524880949537,1.0364073452777034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-29,3335.469970703125,3661590000.0,1.167883276939392,138.6666717529297,142.8333282470703,137.1999969482422,139.69000244140625,150657900.0,0.0,0.0,0.0,0.0,0.48237429073940946,0.4421137591369042,0.6125272681573086,137.9315603086299,0.1441247609747587,-0.0050697489026010345,-0.01223779900001265,-0.07067610705979188,-0.12538211231233554,-0.004824282704444016,0.005984015013853039,-0.019514705983601388,-0.05573479397226322,0.04062498383797191,0.02266821411322762,-0.010576981376611953,0.9946961858565885,1.0127486568617199,1.0355376820756061,1.0053295376537097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-30,3363.0,4738640000.0,1.1742050647735596,140.44000244140625,144.64332580566406,140.1566619873047,143.00332641601562,144436800.0,0.0,0.0,0.0,0.0,0.5066209163515497,0.47800019312442693,0.7023679466107839,139.11341149531788,0.15530237377845243,0.023442192423043018,0.12036200603201586,-0.029286520898287982,-0.041905835602853436,0.008219842568379931,0.03821119649660787,-0.006665216523069617,-0.06276400154775352,0.03194719268273497,0.0116775801846961,-0.002017519575448431,1.0074992804846996,1.0279621848022085,1.039751122849376,1.009536039205918
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01,3380.800048828125,4076340000.0,1.1726078987121582,146.9199981689453,149.6266632080078,144.80667114257812,149.3866729736328,152224500.0,0.0,0.0,0.0,0.0,0.5503232937360591,0.5003783891144924,0.8754521937096795,140.40037366989498,0.20240402078432818,0.04367017342293966,0.144686375707753,0.056762195890241784,0.09633713079739081,0.005278949564294422,0.04050714050627313,0.007061682569776906,-0.021727457841272724,0.0328069161822825,0.0016334756150693111,-0.01438420264569459,1.0313838016061345,1.0640048104491955,1.0657141380535453,1.0464359483428376
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-02,3348.419921875,3975180000.0,1.1744946241378784,140.4633331298828,146.3766632080078,138.3333282470703,138.3633270263672,214290000.0,0.0,0.0,0.0,0.0,0.4724898094667215,0.4616104759545073,0.5765545047668205,140.88766642746438,-0.01079555117692344,-0.07665503512528193,0.018847110054275973,-0.06315385861198397,-0.007751388782939905,-0.00962381286637104,0.01503288841571404,0.00868344665123466,-0.023184989953369595,0.057262879797249554,0.05704930961755621,-0.015164134549213207,0.9818696821008873,0.9820826090380534,1.0389600943768162,0.9969881444675639
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-05,3408.60009765625,3692720000.0,1.1720443964004517,141.11666870117188,144.54666137695312,139.77667236328125,141.89332580566406,134168400.0,0.0,0.0,0.0,0.0,0.49702237910833746,0.5338909515275087,0.6984691847752846,140.13494710006458,-0.0535397042510364,0.02519251863092009,0.010580100449019803,-0.054203235063109645,0.017441129847980186,0.01781310900290123,0.016863805564760526,0.038135119681435015,-0.005371880950468366,0.03380174048590097,0.018802424941788812,-0.00949566305826136,0.9974433591035111,1.0125477530194085,1.0314818991849215,1.007005544451423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-06,3360.969970703125,4453390000.0,1.1792453527450562,141.26333618164062,142.92666625976562,135.35000610351562,137.9933319091797,147438900.0,0.0,0.0,0.0,0.0,0.47096249013293623,0.4790711578932206,0.6004982862365421,139.4590058596788,-0.06288478998888543,-0.027870184077313453,-0.012220334725692616,-0.024458133725705267,0.22608884022834275,-0.014072064387523397,0.007616023881681144,0.013600038895534183,0.008704883748475112,0.05363500792950057,0.0349229636219444,-0.04186033147710361,0.9705361462256689,0.9894902882645396,1.0248650876199126,1.0129380695842427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-07,3419.43994140625,3814750000.0,1.1737639904022217,139.9566650390625,143.3000030517578,137.9499969482422,141.76666259765625,129383100.0,0.0,0.0,0.0,0.0,0.4983673769960431,0.541332518498897,0.708948123543586,139.40219204808412,0.004416339125028419,0.02697712039822875,-0.008685406750506885,0.11167659928150897,0.14939672948000027,0.01724716377024116,0.01664334508354237,0.05485454158015024,0.006007286856535288,0.03822616166241469,0.010955823030461612,-0.014337781557314494,0.9895826953758301,1.016961501930734,1.0279609018079803,1.0039775055387015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-08,3446.830078125,3867640000.0,1.176747441291809,146.14666748046875,146.3333282470703,141.76666259765625,141.97332763671875,121263300.0,0.0,0.0,0.0,0.0,0.49989539766695457,0.5674154961225202,0.7148879130064681,138.85892965933516,-0.036707025241139946,0.00145672152478582,-0.05089885864866073,0.09378751705909227,0.13713341996475847,0.00797821289486933,0.01934260841411728,0.05984974892039041,0.031726745676801116,0.031247141848269364,0.029833048440425364,-0.02996992650138841,1.0209401940908998,1.0224285034100737,1.0538272807234812,1.0524830332410937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-09,3477.139892578125,3944090000.0,1.1767003536224363,143.3766632080078,144.8633270263672,142.15333557128906,144.6666717529297,86777100.0,0.0,0.0,0.0,0.0,0.5203991304111644,0.5948708160274773,0.8475099892455086,138.10619109566213,-0.03424635487111537,0.01879307417669729,0.044549250653318495,0.06339636070759447,0.15221711894474854,0.008755095180752903,0.03772151646124122,0.05275440487695526,0.03994891069946682,0.018901203267274586,0.001371598899272727,-0.008532264661118331,1.0293045839836652,1.0475031611922692,1.0489271036808523,1.0381624608609687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-12,3534.219970703125,3435760000.0,1.181683897972107,147.3333282470703,149.5800018310547,146.19332885742188,147.43333435058594,116373300.0,0.0,0.0,0.0,0.0,0.5412074713734834,0.6410715993188549,0.932568282811461,138.1702568906056,0.04259479904172088,0.01894382251512372,0.038300554537522125,0.04888065498654193,0.05263882721839508,0.016282530158324704,0.0361909376166647,0.053054743181425223,0.043570105832767325,0.022986468940371308,0.014570141773142467,-0.007737552685545241,1.0580665632920436,1.067041038125262,1.082577431621066,1.0663172491871347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-13,3511.929931640625,3611100000.0,1.1816140413284302,147.78334045410156,149.6300048828125,145.53334045410156,148.88333129882812,103391100.0,0.0,0.0,0.0,0.0,0.5521738322492142,0.6117336899551528,0.9770466204462573,139.7580592854794,0.17428224098159462,0.009786884708723242,0.07595762332355882,0.0637372885978662,-0.006938818461925678,-0.006326891629163001,0.043936110375025095,0.05155213425670624,0.03203742827310485,0.027720745898170276,0.005052488201241305,-0.015224990808072872,1.0413234213336147,1.0652933509523685,1.0706359665253222,1.0574226717918942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-14,3488.669921875,3858510000.0,1.1742188930511477,149.92666625976562,155.3000030517578,149.11666870117188,153.76666259765625,143639100.0,0.0,0.0,0.0,0.0,0.5878997094728818,0.581811808153456,0.9383375202956197,142.6157995143733,0.1895613028398369,0.0322732876187839,0.08125379054411397,0.07256838379360708,0.0432818628953191,-0.006645172084059681,0.020043774520724256,0.03668711960426663,0.03002190308119701,0.04124239206301421,0.010227269720283578,-0.00540262502195796,1.04558309253908,1.0781881328804606,1.088939679759017,1.0512626705476311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-15,3483.340087890625,3724550000.0,1.1743981838226318,150.10333251953125,152.19000244140625,147.5,149.6266632080078,107017200.0,0.0,0.0,0.0,0.0,0.5479868928623364,0.5748729683024241,0.7156220194685352,143.91687730913858,0.10197867545438671,-0.027292995774075735,0.052504073245252414,0.0016052145965916864,0.05836741048683347,-0.0015289235142130764,0.01053663811164185,0.02987924652575913,0.036940929095536035,0.031245158669585122,0.017077164046740263,-0.017343602409310318,1.0248971681282713,1.0396741925313207,1.057485440811064,1.0429863079720938
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16,3483.81005859375,4688030000.0,1.1707134246826172,151.47999572753906,151.98333740234375,146.28334045410156,146.55667114257812,98327700.0,0.0,0.0,0.0,0.0,0.5198049333075735,0.5753538887822165,0.5617376818721734,144.42118400802352,0.043850979442584676,-0.02073109226537362,0.012979906803181507,0.0575291574565,-0.005624701155483969,0.0001349104566301662,0.0019164533875191125,0.039637969848760335,0.048321416499994996,0.03762871078036298,0.035824309564454634,-0.034305884737312206,1.0128939286772125,1.014786522830584,1.0523618016723926,1.0488765672986269
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-19,3426.919921875,4091080000.0,1.171550154685974,148.74667358398438,149.0,142.9566650390625,143.61000061035156,108863400.0,0.0,0.0,0.0,0.0,0.49356719974843516,0.5014105741435145,0.41403487570777464,144.8435994173638,0.02806212399194121,-0.02031089107138584,-0.026274806783328053,0.012025747754194072,-0.04217748730891557,-0.01646466351494169,-0.030830740285747282,0.005360197330917416,0.04349531701235243,0.04062837047260322,0.03623610034280983,-0.03892529765818768,0.9869726077928778,0.9914832356281229,1.0286957835855737,1.0269468183773447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-20,3443.1201171875,3917850000.0,1.176885962486267,143.9166717529297,143.9166717529297,139.68333435058594,140.64666748046875,94968900.0,0.0,0.0,0.0,0.0,0.46798424331012123,0.520316024559351,0.26549685148798075,144.84265603788748,-0.01647974907024919,-0.020850455371877352,-0.05691214686392865,0.019045476459630173,-0.005412657266075094,0.004716195320000338,-0.019787653336583944,0.02414845703844115,0.037748495933975335,0.0294151980502396,0.022721511223346997,-0.0294151980502396,0.9643798185670388,0.9710307124144344,0.9936069642031725,0.9936069642031725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,3435.56005859375,4103960000.0,1.1829839944839478,140.89999389648438,144.31666564941406,140.4166717529297,140.8800048828125,97111500.0,0.0,0.0,0.0,0.0,0.47031240323747836,0.5105862522679749,0.27719296367030916,144.39635122225536,-0.05694395571900691,0.0016576578966107647,-0.08752777658610178,-0.006273986041987811,0.10540261323952116,-0.002198114011569885,-0.015340595264094148,0.004703179256630108,0.05955772083678035,0.02767916299094804,0.02439078009560731,-0.003430249570555496,0.9724391964503304,0.9756479557157889,0.9994481469083755,0.975786387286273
